,type,sentence_count,syll_count,word_count,word_per_sentence,word_length,avg_word_length,count_unique_word,TTR,neg_sentiment,neu_sentiment,pos_sentiment,compound_sentiment,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,syll_count_scaled,word_count_scaled,count_unique_word_scaled,word_length_scaled,sentence_count_scaled,TTR_scaled,avg_word_length_scaled,word_per_sentence_scaled,E-I,N-S,T-F,J-P
2952,INFJ,35,1427,1011,28.885714285714286,5222,5.165182987141444,525,0.5192878338278932,0.153,0.6779999999999999,0.168,0.9474,0.1043956043956044,0.1043956043956044,0.0,0.038461538461538464,0.027472527472527472,0.1978021978021978,0.1813186813186813,0.1043956043956044,0.07142857142857142,0.0934065934065934,-0.6710128470750991,-0.6219727793023203,-0.4343248875962745,-0.6761240981904018,-1.8571428571428568,0.6983020833861342,1.087063808401429,0.3349084196243263,1,1,0,1
2953,ISFJ,41,1089,771,18.804878048780488,3899,5.057068741893644,450,0.5836575875486382,0.128,0.779,0.09300000000000001,-0.9759,0.06741573033707865,0.0449438202247191,0.0,0.11235955056179776,0.06741573033707865,0.15730337078651685,0.21348314606741567,0.15730337078651685,0.05617977528089888,0.06741573033707865,-1.2589210092333016,-1.2176934386319913,-0.8508836815153556,-1.3124970834236394,-1.0,0.6987667458168081,1.0778551002936787,1.2176934386319913,1,0,0,1
2954,ENFP,47,1457,1002,21.319148936170212,5207,5.196606786427146,536,0.5349301397205589,0.07400000000000001,0.667,0.259,0.9997,0.07751937984496124,0.04651162790697674,0.0,0.12015503875968993,0.05426356589147287,0.25193798449612403,0.1007751937984496,0.06589147286821706,0.05426356589147287,0.13953488372093026,-0.6188316492504066,-0.644312304027183,-0.373229597821476,-0.683339211401663,-0.14285714285714285,0.5792681522433408,1.0605714140961575,4.5101861281902815,0,1,0,0
2955,ISTJ,50,2209,1580,31.6,8145,5.155063291139241,678,0.4291139240506329,0.059000000000000004,0.736,0.20600000000000002,0.9998,0.07894736842105263,0.021052631578947368,0.0,0.15789473684210525,0.03157894736842105,0.3157894736842105,0.1263157894736842,0.07368421052631577,0.036842105263157884,0.07368421052631577,0.6891770428885531,0.7903816171917747,0.4154550519986511,0.7298609629106969,0.2857142857142857,0.5256385560620229,0.9234285654363932,2.766335660171212,1,0,1,1
2956,ESFP,50,2285,1666,33.32,8426,5.057623049219688,692,0.4153661464585833,0.087,0.7290000000000001,0.184,0.9996,0.06439393939393939,0.045454545454545456,0.0,0.12121212121212123,0.07196969696969698,0.23863636363636365,0.125,0.07954545454545454,0.01893939393939394,0.12121212121212123,0.8213694107111075,1.0038481867849067,0.4932126935302129,0.8650240837349901,0.2857142857142857,0.4913219947229858,0.8617080701270795,3.5134686537471738,0,0,0,0
2957,INTP,47,2074,1392,29.617021276595743,7388,5.307471264367816,655,0.4705459770114943,0.073,0.785,0.142,0.9989,0.0871559633027523,0.03669724770642202,0.0,0.16055045871559634,0.041284403669724766,0.28440366972477066,0.09174311926605504,0.045871559633027525,0.022935779816513763,0.12385321100917432,0.4543616526774367,0.3237337673835324,0.2877103551967995,0.3657382495157151,-0.14285714285714285,0.8887251939212897,1.1297500797388842,-2.266136371684727,1,1,1,0
2958,INTP,27,1104,780,28.88888888888889,4009,5.13974358974359,394,0.5051282051282051,0.07,0.7909999999999999,0.139,0.9958,0.053763440860215055,0.06451612903225806,0.0,0.1720430107526882,0.053763440860215055,0.24731182795698925,0.10752688172043012,0.04301075268817205,0.07526881720430108,0.07526881720430108,-1.2328304103209553,-1.1953539139071288,-1.1619142476416031,-1.259586253207724,-3.0,0.972025300727694,1.0537349972700936,0.3984513046357096,1,1,1,0
2959,INFJ,50,2316,1611,32.22,8464,5.253879577901924,739,0.4587212911235258,0.094,0.74,0.166,0.9991,0.06296296296296296,0.06296296296296296,0.0,0.1111111111111111,0.037037037037037035,0.2222222222222222,0.14444444444444446,0.07407407407407407,0.04444444444444445,0.1148148148148148,0.8752899817966231,0.8673288690218572,0.7542562043861704,0.8833023705368517,0.2857142857142857,0.8696311529867485,1.0184168913148353,3.035651041576501,1,1,0,1
2960,ISTP,50,2416,1657,33.14,8687,5.2426071213035605,658,0.3971031985515993,0.115,0.754,0.131,0.9861,0.035326086956521736,0.07608695652173914,0.0,0.1875,0.04619565217391304,0.2771739130434783,0.13043478260869565,0.03804347826086957,0.02445652173913044,0.07336956521739131,1.0492273078789316,0.9815086620600442,0.3043727069535627,0.9905670536109348,0.2857142857142857,0.3101070002935365,1.009229049015093,3.4352803172101547,1,0,1,0
2961,ENFJ,50,2298,1662,33.24,8413,5.0619735258724425,676,0.4067388688327317,0.091,0.679,0.23,0.9998,0.04152249134948097,0.04844290657439446,0.0,0.16262975778546712,0.05882352941176471,0.28027681660899656,0.09342560553633218,0.05536332179930796,0.04152249134948097,0.1314878892733564,0.8439812631018075,0.9939195091294124,0.4043468174941422,0.8587709856185636,0.2857142857142857,0.4068204857436747,0.8640246797960258,3.4787182819529434,0,1,0,1
2962,ENTP,70,1929,1388,19.82857142857143,7198,5.185878962536023,716,0.5158501440922191,0.107,0.722,0.171,0.9986,0.07936507936507936,0.05555555555555555,0.0,0.12698412698412698,0.05555555555555555,0.19444444444444445,0.1507936507936508,0.07936507936507936,0.04365079365079365,0.10714285714285714,0.2021525298580894,0.3138050897280379,0.6265115075843188,0.2743468155064066,3.1428571428571432,1.9964988717273224,0.8742586544538581,0.09984707400437567,0,1,1,0
2963,INFJ,44,1352,969,22.022727272727273,4939,5.097007223942208,495,0.5108359133126935,0.162,0.7070000000000001,0.131,-0.9845,0.1065989847715736,0.09137055837563453,0.0,0.06091370558375635,0.02538071065989848,0.17258883248730966,0.18781725888324874,0.1319796954314721,0.05583756345177665,0.10152284263959392,-0.8014658416368304,-0.7262238946850127,-0.6009484051639069,-0.8122492341095298,-0.5714285714285714,0.8274974282202022,1.1184556719409915,1.2708918156987723,1,1,0,1
2964,INFJ,47,1213,873,18.574468085106382,4458,5.106529209621993,509,0.5830469644902635,0.115,0.715,0.17,0.9956,0.04145077720207254,0.08808290155440414,0.0,0.1243523316062176,0.062176165803108814,0.2176165803108808,0.11398963730569947,0.031088082901554407,0.04145077720207254,0.13989637305699482,-1.0432387248912391,-0.9645121584168812,-0.5231907636323452,-1.0436138644173054,-0.14285714285714285,0.5424408174295008,1.082012139826479,6.751585108918168,1,1,0,1
2965,INFP,46,2201,1471,31.97826086956522,7992,5.433038749150238,763,0.5186947654656696,0.095,0.77,0.134,0.9968,0.04797047970479705,0.059040590405904064,0.0,0.1033210332103321,0.04797047970479705,0.25092250922509224,0.14760147601476015,0.07011070110701106,0.025830258302583026,0.11808118081180813,0.6752620568019684,0.5198251510795491,0.8875550184402764,0.6562668081558326,-0.2857142857142857,1.7074106872225068,1.2624760590997333,-1.8193880287784217,1,1,0,0
2966,ENFP,50,1814,1264,25.28,6634,5.2484177215189876,617,0.48813291139240506,0.11900000000000001,0.7,0.18100000000000002,0.9981,0.04508196721311476,0.04508196721311476,0.0,0.13934426229508196,0.04098360655737705,0.2377049180327869,0.15163934426229508,0.06147540983606557,0.05737704918032788,0.12295081967213115,0.002124604863434665,0.006016082407707865,0.0766538996111317,0.0030585587629855786,0.2857142857142857,12.741497608630155,0.5083970856294991,0.021056288426977533,0,1,0,0
2967,INFP,50,2056,1526,30.52,7729,5.064875491480996,632,0.4141546526867628,0.07400000000000001,0.7,0.22699999999999998,0.9998,0.07518796992481203,0.06390977443609022,0.0,0.14661654135338345,0.06015037593984963,0.18421052631578946,0.12781954887218044,0.07894736842105263,0.05263157894736842,0.09398496240601503,0.4230529339826211,0.6563444688425987,0.15996565839494792,0.5297618231850529,0.2857142857142857,0.24372210933236355,0.8071399216927017,2.2972056409490955,1,1,0,0
2968,INTP,48,1550,1065,22.1875,5632,5.288262910798122,605,0.5680751173708921,0.086,0.79,0.124,0.9924,0.05232558139534884,0.034883720930232565,0.0,0.1569767441860465,0.04651162790697674,0.23837209302325585,0.09883720930232558,0.06976744186046513,0.02906976744186046,0.14534883720930233,-0.4570699359938597,-0.4879356309531444,0.010004492584078713,-0.4789110037492624,0.0,-0.02050371391106592,0.9815044718372934,0.5615745802170428,1,1,1,0
2969,INFP,50,2222,1530,30.6,8026,5.245751633986928,649,0.4241830065359477,0.09300000000000001,0.769,0.138,0.9968,0.06030150753768844,0.055276381909547735,0.0,0.12060301507537688,0.035175879396984924,0.25125628140703515,0.135678391959799,0.07035175879396985,0.04522613065326633,0.12060301507537688,0.7117888952792532,0.6662731464980932,0.25438565168327304,0.6726210647680247,0.2857142857142857,0.3818038487973205,1.0095275013007745,2.3319560127433263,1,1,0,0
2970,ENFP,50,2258,1586,31.72,8308,5.238335435056746,776,0.489281210592686,0.073,0.778,0.14800000000000002,0.9992,0.06477732793522267,0.044534412955465584,0.0,0.1659919028340081,0.06477732793522267,0.2631578947368421,0.0931174089068826,0.048582995951417005,0.020242914979757085,0.1214574898785425,0.7744063326688843,0.8052746336750165,0.9597585427195836,0.8082651931397352,0.2857142857142857,1.1918400289595017,1.003713713731514,2.8184612178625583,0,1,0,0
2971,ESTP,45,1866,1297,28.822222222222223,6735,5.192752505782575,632,0.48727833461835,0.127,0.732,0.142,0.9724,0.05349794238683128,0.05761316872427984,0.0,0.13991769547325106,0.06995884773662553,0.2345679012345679,0.11934156378600826,0.04938271604938271,0.05349794238683128,0.11522633744855967,0.09257201442623507,0.08792767306553763,0.15996565839494792,0.05164032105214431,-0.42857142857142855,1.819286839033215,0.5873045339622914,-0.20516457048625447,0,0,1,0
2972,INFJ,50,2217,1488,29.76,7976,5.360215053763441,731,0.4912634408602151,0.08800000000000001,0.6990000000000001,0.213,0.9997,0.04089219330855018,0.04089219330855018,0.0,0.17472118959107807,0.0483271375464684,0.24907063197026025,0.11524163568773235,0.055762081784386616,0.03345724907063197,0.13754646840148702,0.7030920289751378,0.5620220311154008,0.7098232663681351,0.6485706873971541,0.2857142857142857,1.262981212603721,1.1539951309559644,1.967077108903903,1,1,0,1
2973,INFP,38,1147,839,22.07894736842105,4111,4.899880810488677,429,0.5113230035756854,0.11699999999999999,0.696,0.188,0.9975,0.0583941605839416,0.0364963503649635,0.0,0.13138686131386862,0.0583941605839416,0.2773722627737226,0.10948905109489053,0.1021897810218978,0.0291970802919708,0.0948905109489051,-1.158037360105563,-1.0489059184885845,-0.9675201438126984,-1.2105234833711478,-1.4285714285714286,0.9224088898333624,1.1540820411381083,0.7342341429420092,1,1,0,0
2974,INFJ,48,1474,1046,21.791666666666668,5554,5.309751434034417,564,0.5391969407265774,0.10300000000000001,0.7240000000000001,0.17300000000000001,0.9977,0.07191780821917808,0.06506849315068493,0.0,0.11986301369863013,0.030821917808219176,0.23972602739726026,0.10616438356164384,0.08904109589041095,0.03424657534246575,0.1267123287671233,-0.5892623038164141,-0.5350968498167433,-0.21771431475835232,-0.5164295924478206,0.0,0.4068689898527973,0.9651142454392776,0.5615745802170428,1,1,0,1
2975,ESTP,43,881,640,14.883720930232558,3291,5.1421875,353,0.5515625,0.037000000000000005,0.75,0.212,0.9991,0.061855670103092786,0.020618556701030927,0.0,0.15463917525773194,0.020618556701030927,0.25773195876288657,0.08247422680412371,0.041237113402061855,0.020618556701030927,0.15463917525773194,-1.6207106474845032,-1.5428576318494367,-1.3896330549840343,-1.6049496722534269,-0.7142857142857143,0.900687805729858,1.0402448282474124,2.1600006845892112,0,0,1,0
2976,INFJ,50,2033,1306,26.12,7148,5.473200612557427,682,0.5222052067381318,0.141,0.6920000000000001,0.16699999999999998,0.9893,0.08361204013377926,0.0802675585284281,0.0,0.13043478260869565,0.043478260869565216,0.2040133779264214,0.16722408026755853,0.08361204013377926,0.0568561872909699,0.07023411371237458,0.3830473489836902,0.11026719779040027,0.4376715210076687,0.2502964381355359,0.2857142857142857,3.9691905641749408,2.2699083966140874,0.385935192266401,1,1,0,1
2977,INTP,50,2493,1703,34.06,9152,5.374045801526718,722,0.4239577216676453,0.05,0.7809999999999999,0.16899999999999998,0.9997,0.07169811320754718,0.045283018867924525,0.0,0.15849056603773584,0.05660377358490566,0.3018867924528302,0.09811320754716983,0.06415094339622641,0.007547169811320755,0.07924528301886792,1.1831590489623092,1.095688455098231,0.6598362110978453,1.2142355631600321,0.2857142857142857,0.6022115210100387,1.1081941746398822,3.8349095928438084,1,1,1,0
2978,INTP,49,1504,1053,21.489795918367346,5598,5.316239316239316,567,0.5384615384615384,0.156,0.71,0.133,-0.9778,0.08898305084745763,0.059322033898305086,0.0,0.09745762711864407,0.0635593220338983,0.2033898305084746,0.15254237288135594,0.08050847457627118,0.05508474576271186,0.09745762711864407,-0.5370811059917215,-0.5177216639196279,-0.2010519630015891,-0.4952652603614545,0.14285714285714285,0.38833986872297616,0.9566245627270881,-3.6240516474373967,1,1,1,0
2979,INTP,49,2010,1362,27.79591836734694,7254,5.325991189427313,699,0.513215859030837,0.062,0.794,0.14400000000000002,0.9990000000000001,0.07262569832402235,0.06145251396648045,0.0,0.15083798882681565,0.0335195530726257,0.25139664804469275,0.1564245810055866,0.05027932960893855,0.0335195530726257,0.07262569832402235,0.3430417639847592,0.2492686849673235,0.5320915142959938,0.30128323816178176,0.14285714285714285,2.1346103477287786,1.2086686227805823,1.7448807947712648,1,1,1,0
2980,INFP,45,1859,1365,30.333333333333332,7046,5.161904761904762,657,0.4813186813186813,0.11900000000000001,0.7290000000000001,0.152,0.9949,0.08227848101265822,0.07278481012658228,0.0,0.10443037974683543,0.05063291139240506,0.18987341772151897,0.1550632911392405,0.0949367088607595,0.060126582278481014,0.11075949367088607,0.08039640160047347,0.2567151932089444,0.2988185897013083,0.2012336682989598,-0.42857142857142855,1.164008198993097,0.7838790754202563,-0.5990021174875371,1,1,0,0
2981,INTP,45,2081,1419,31.533333333333335,7594,5.351656095842142,740,0.5214940098661028,0.099,0.77,0.131,0.9945,0.0653061224489796,0.057142857142857134,0.0,0.17142857142857146,0.048979591836734684,0.2775510204081633,0.1346938775510204,0.040816326530612235,0.053061224489795916,0.0653061224489796,0.4665372655031982,0.3907523415581204,0.7598103216384248,0.4648258042837022,-0.42857142857142855,1.9444805336512887,1.1895662670381315,-0.9117554636356144,1,1,1,0
2982,ENFP,48,1937,1408,29.333333333333332,7082,5.029829545454546,667,0.4737215909090909,0.146,0.684,0.17,0.9909,0.08298755186721991,0.08298755186721991,0.0,0.14107883817427386,0.024896265560165973,0.2116182572614108,0.14107883817427386,0.05394190871369295,0.07053941908713693,0.1037344398340249,0.21606751594467408,0.3634484780055104,0.3543597622238525,0.21854994000598668,0.0,0.9749931109038232,0.6013230298977154,0.5615745802170428,0,1,0,0
2983,INTJ,45,1709,1121,24.91111111111111,6153,5.488849241748439,581,0.5182872435325602,0.078,0.728,0.19399999999999998,0.9994,0.0782608695652174,0.0782608695652174,0.0,0.1391304347826087,0.06521739130434782,0.2391304347826087,0.12608695652173912,0.0391304347826087,0.03043478260869565,0.09565217391304348,-0.1805095875229892,-0.3489341437762211,-0.12329432147002728,-0.22830607154479016,-0.42857142857142855,0.3533455343054606,0.6542955902051468,0.8141796688111826,1,1,1,1
2984,ISTJ,50,1412,1023,20.46,5055,4.941348973607038,459,0.4486803519061584,0.067,0.7859999999999999,0.147,0.9978,0.07236842105263158,0.07236842105263158,0.0,0.14473684210526316,0.03947368421052632,0.2236842105263158,0.125,0.07894736842105263,0.03947368421052632,0.1118421052631579,-0.6971034459874453,-0.5921867463358368,-0.800896626245066,-0.7564523586091098,0.2857142857142857,1.3524392958819569,1.2773881943317182,-2.072653612175429,1,0,1,1
2985,INFJ,48,2154,1466,30.541666666666668,7857,5.3594815825375175,697,0.47544338335607106,0.133,0.7140000000000001,0.153,0.9837,0.0748502994011976,0.10479041916167664,0.0,0.09281437125748504,0.02395209580838324,0.19161676646706588,0.15269461077844312,0.08682634730538923,0.08682634730538923,0.10479041916167664,0.5935115135432835,0.5074143040101811,0.520983279791485,0.5913307892544819,0.0,1.0267414136220956,1.1653806063035568,0.5615745802170428,1,1,0,1
2986,INFJ,48,2137,1484,30.916666666666668,7824,5.272237196765499,697,0.4696765498652291,0.128,0.7120000000000001,0.159,0.9934,0.09763313609467457,0.07988165680473372,0.0,0.10946745562130178,0.03254437869822485,0.16863905325443787,0.16568047337278108,0.09171597633136094,0.06804733727810651,0.08284023668639054,0.5639421681092911,0.5520933534599063,0.520983279791485,0.5754575401897072,0.0,0.9436507006044212,1.0423192682603044,0.5615745802170428,1,1,0,1
2987,INTJ,33,1555,1004,30.424242424242426,5712,5.6892430278884465,594,0.5916334661354582,0.08900000000000001,0.818,0.09300000000000001,0.5726,0.11351351351351352,0.054054054054054064,0.0,0.17297297297297298,0.04324324324324325,0.2,0.1945945945945946,0.05945945945945946,0.04324324324324325,0.054054054054054064,-0.4483730696897442,-0.6393479651994357,-0.051090797190719864,-0.44043039995586936,-2.142857142857143,0.07991078406698736,0.6888743281109578,0.2983623837597367,1,1,1,1
2988,ISFJ,42,1940,1332,31.714285714285715,7053,5.295045045045045,642,0.4819819819819821,0.045,0.7490000000000001,0.20600000000000002,0.9997,0.04792332268370607,0.051118210862619806,0.0,0.12779552715654952,0.05431309904153354,0.22044728434504796,0.10543130990415336,0.0926517571884984,0.028753993610223638,0.14376996805111822,0.22128563572714333,0.17480360255111466,0.2155068309174921,0.20460072113088168,-0.8571428571428571,1.2328511985585384,1.1704605519846425,-0.20393753630963374,1,0,0,1
2989,INFP,40,1364,998,24.95,4964,4.973947895791583,505,0.5060120240480962,0.061,0.807,0.132,0.9976,0.05434782608695652,0.09239130434782608,0.0,0.1032608695652174,0.059782608695652176,0.16304347826086954,0.18478260869565216,0.09239130434782608,0.05434782608695652,0.08152173913043477,-0.7805933625069534,-0.6542409816826775,-0.5454072326413628,-0.8002240454240944,-1.1428571428571428,0.8336488356914002,1.2231334750170422,0.5724608589723429,1,1,0,0
2990,INFJ,15,896,603,40.2,3208,5.320066334991708,340,0.5638474295190713,0.07,0.82,0.111,0.9767,0.05154639175257732,0.061855670103092786,0.0,0.1855670103092784,0.030927835051546393,0.2371134020618557,0.12371134020618554,0.061855670103092786,0.05154639175257732,0.08247422680412371,-1.5946200485721571,-1.6346979001627608,-1.4618365792633414,-1.6448732986890717,-4.714285714285714,0.8942548828855726,1.006224635466466,0.34675410003452506,1,1,0,1
2991,INFP,48,2445,1640,34.166666666666664,8833,5.385975609756097,813,0.4957317073170732,0.098,0.7120000000000001,0.19,0.9995,0.0641399416909621,0.055393586005830914,0.0,0.13411078717201164,0.055393586005830914,0.2361516034985423,0.11370262390670552,0.07871720116618076,0.026239067055393587,0.1282798833819242,1.099669132442801,0.9393117820241924,1.1652608810529972,1.0607941555338771,0.0,1.2405474980223183,1.1293312570272391,0.5615745802170428,1,1,0,0
2992,ISFJ,49,1890,1287,26.26530612244898,6803,5.285936285936286,575,0.4467754467754468,0.121,0.682,0.198,0.9991,0.05357142857142857,0.07142857142857142,0.0,0.09285714285714286,0.07857142857142857,0.225,0.11428571428571427,0.05357142857142857,0.04642857142857143,0.14285714285714285,0.1343169726859891,0.06310597892680134,-0.15661902498355376,0.08434883427652841,0.14285714285714285,-2.4818413032657527,1.3366219130261392,0.4417418524876094,1,0,0,1
2993,ENTJ,50,2052,1430,28.6,7389,5.167132867132867,699,0.4888111888111888,0.11599999999999999,0.705,0.18,0.9986,0.0943952802359882,0.07669616519174041,0.0,0.13864306784660768,0.029498525073746312,0.1946902654867257,0.13864306784660768,0.10029498525073746,0.06784660766961652,0.07669616519174041,0.4160954409393288,0.4180562051107303,0.5320915142959938,0.3662192570631325,0.2857142857142857,1.2727750665847886,0.8760048352018414,1.4631967178875562,0,1,1,1
2994,ENTP,37,1288,900,24.324324324324323,4772,5.302222222222222,523,0.5811111111111111,0.1,0.79,0.11,0.9490000000000001,0.08547008547008547,0.0811965811965812,0.0,0.08974358974358974,0.05128205128205128,0.17094017094017094,0.17094017094017094,0.09401709401709403,0.0641025641025641,0.08974358974358974,-0.9127857303295078,-0.8974935842422932,-0.44543312210078334,-0.8925774945282378,-1.5714285714285714,0.4963078621635376,0.9945224235578176,0.5711322808814593,0,1,1,0
2995,INFP,50,2520,1685,33.7,8919,5.293175074183976,731,0.4338278931750742,0.040999999999999995,0.752,0.207,0.9999,0.035294117647058816,0.0392156862745098,0.0,0.1803921568627451,0.031372549019607836,0.30980392156862746,0.09019607843137256,0.06274509803921569,0.0196078431372549,0.12941176470588234,1.2301221270045324,1.0510094056485058,0.7098232663681351,1.1021608046117746,0.2857142857142857,0.675372896334978,1.0486688308290704,3.67853291976977,1,1,0,0
2996,ISTP,50,1702,1119,22.38,5996,5.358355674709562,599,0.5352993744414656,0.079,0.772,0.14800000000000002,0.9981,0.05583756345177665,0.06598984771573604,0.0,0.14213197969543148,0.04060913705583756,0.233502538071066,0.15736040609137056,0.07106598984771574,0.04060913705583756,0.07614213197969544,-0.1926852003487508,-0.3538984826039684,-0.023320210929447784,-0.30382425648932404,0.2857142857142857,0.06589519897869799,0.8585068075279653,-1.2386446891138894,1,0,1,0
2997,INFJ,50,2171,1575,31.5,7897,5.013968253968254,686,0.4355555555555555,0.099,0.7559999999999999,0.145,0.9979,0.0608974358974359,0.0641025641025641,0.0,0.1217948717948718,0.04487179487179487,0.21794871794871795,0.125,0.07051282051282051,0.038461538461538464,0.10897435897435898,0.6230808589772758,0.7779707701224066,0.4598879900166864,0.6105710911511784,0.2857142857142857,0.591137877769273,0.7848252332862206,2.7228976954284234,1,1,0,1
2998,ISTP,49,2158,1508,30.775510204081634,7811,5.179708222811671,720,0.4774535809018568,0.1,0.741,0.159,0.9990000000000001,0.04296875,0.0546875,0.0,0.13671875,0.03125,0.22265625,0.140625,0.05859375,0.04296875,0.109375,0.6004690065865758,0.6116654193928733,0.6487279765933365,0.5692044420732809,0.14285714285714285,1.0605928601248222,0.9305813669150392,4.281657935750114,1,0,1,0
2999,INTP,36,1624,1056,29.333333333333332,5594,5.297348484848484,519,0.4914772727272727,0.113,0.693,0.19399999999999998,0.9984,0.0984251968503937,0.0984251968503937,0.0,0.11023622047244094,0.01968503937007874,0.18503937007874016,0.16929133858267714,0.0905511811023622,0.05118110236220472,0.08661417322834647,-0.3283563146929514,-0.510275155678007,-0.467649591109801,-0.4971892905511241,-1.7142857142857142,0.9164655302263952,0.9743552767927814,0.29766050747883743,1,1,1,0
3000,INTP,49,2231,1535,31.3265306122449,8071,5.257980456026059,794,0.5172638436482084,0.107,0.7609999999999999,0.133,0.9956,0.07246376811594203,0.043478260869565216,0.0,0.11956521739130435,0.04710144927536232,0.2536231884057971,0.15579710144927536,0.06159420289855073,0.05797101449275361,0.08695652173913042,0.7274432546266609,0.6786839935674613,1.0597326532601632,0.6942664044018083,0.14285714285714285,1.5614522565792994,1.0229597441254492,4.75078795497223,1,1,1,0
3001,INFJ,48,2323,1630,33.958333333333336,8468,5.1950920245398775,745,0.4570552147239264,0.085,0.7290000000000001,0.185,0.9996,0.04043126684636118,0.048517520215633415,0.0,0.14285714285714285,0.061994609164420476,0.2210242587601078,0.11859838274932614,0.0673854447439353,0.04582210242587601,0.12668463611859834,0.8874655946223847,0.9144900878854562,0.7875809078996969,0.8852264007265213,0.0,0.8612241054693037,0.9679999952469684,0.5615745802170428,1,1,0,1
3002,ISFP,38,1813,1199,31.55263157894737,6635,5.533778148457047,681,0.5679733110925771,0.107,0.7659999999999999,0.127,0.8844,0.06451612903225806,0.06451612903225806,0.0,0.1382488479262673,0.04608294930875576,0.2488479262672811,0.14285714285714285,0.059907834101382486,0.04608294930875576,0.10599078341013823,0.00038523160261158047,-0.15532492949407806,0.4321174037554143,0.003539566310402992,-1.4285714285714286,-2.782022210876905,-0.02278814046098081,0.10872745064585462,1,0,0,0
3003,INFJ,30,1388,974,32.46666666666667,5041,5.175564681724846,520,0.5338809034907598,0.09699999999999999,0.767,0.136,0.9903,0.07100591715976333,0.04733727810650888,0.0,0.1301775147928994,0.07692307692307693,0.20118343195266272,0.1124260355029586,0.08284023668639054,0.059171597633136085,0.09467455621301776,-0.7388484042471993,-0.7138130476156446,-0.4620954738575466,-0.7631864642729536,-2.571428571428572,0.6473620444471949,1.0691685544586658,0.2775939629616395,1,1,0,1
3004,ENTP,50,1912,1464,29.28,7286,4.976775956284153,661,0.4515027322404371,0.145,0.72,0.135,-0.9473,0.07509881422924901,0.07114624505928854,0.0,0.11462450592885375,0.05138339920948617,0.18972332015810275,0.1699604743083004,0.05533596837944664,0.07905138339920949,0.11067193675889328,0.17258318442409695,0.5024499651824337,0.321035058710326,0.3166754796791389,0.2857142857142857,0.6389393590539149,0.6302627159386065,1.758574878138518,0,1,1,0
3005,INFJ,48,2522,1729,36.020833333333336,9132,5.2816657027183345,779,0.4505494505494506,0.063,0.807,0.13,0.9991,0.06870229007633588,0.04198473282442748,0.0,0.1717557251908397,0.053435114503816786,0.2519083969465649,0.1183206106870229,0.07633587786259542,0.04198473282442748,0.08396946564885496,1.2336008735261783,1.1602248598589455,0.9764208944763472,1.2046154122116837,0.0,0.8415790147739599,1.0382603009886675,0.5615745802170428,1,1,0,1
3006,INFJ,48,2446,1757,36.604166666666664,9302,5.2942515651679,679,0.38645418326693226,0.075,0.7759999999999999,0.15,0.9993,0.06572769953051644,0.046948356807511735,0.0,0.13615023474178406,0.056338028169014086,0.23943661971830985,0.15492957746478872,0.08450704225352113,0.028169014084507043,0.0892018779342723,1.101408505703624,1.2297256034474071,0.4210091692509055,1.286386695272644,0.0,0.34236025343430293,1.0460762072989238,0.5615745802170428,1,1,0,1
3007,INTP,32,939,680,21.25,3506,5.155882352941177,376,0.5529411764705883,0.052000000000000005,0.8029999999999999,0.14400000000000002,0.9971,0.0,0.0641025641025641,0.0,0.16666666666666666,0.01282051282051282,0.28205128205128205,0.19230769230769232,0.02564102564102564,0.08974358974358974,0.10256410256410256,-1.5198269983567645,-1.4435708552944917,-1.2618883581821825,-1.5015330495586827,-2.2857142857142856,0.8741436927422275,1.0401519565538522,0.6315622491913401,1,1,1,0
3008,INFJ,50,1988,1414,28.28,7403,5.235502121640735,690,0.48797736916548795,0.061,0.68,0.258,0.9999,0.04782608695652174,0.034782608695652174,0.0,0.13043478260869565,0.043478260869565216,0.3,0.11304347826086955,0.0391304347826087,0.0391304347826087,0.12608695652173912,0.30477555224665137,0.37834149448875226,0.482104459025704,0.3729533627269763,0.2857142857142857,1.274257426289351,0.9857585492464768,1.324195230710633,1,1,0,1
3009,ESTP,50,2146,1474,29.48,7960,5.400271370420624,771,0.5230664857530529,0.086,0.7,0.215,0.9998,0.0657439446366782,0.04152249134948097,0.0,0.1176470588235294,0.05536332179930796,0.2733564013840831,0.10380622837370243,0.05882352941176471,0.034602076124567484,0.14878892733564014,0.5795965274566988,0.52727165932117,0.9319879564583116,0.6408745666384754,0.2857142857142857,1.7675669457717282,1.2154542261261725,1.8454508076240952,0,0,1,0
3010,INFJ,49,1158,810,16.53061224489796,4384,5.412345679012346,492,0.6074074074074074,0.068,0.815,0.11699999999999999,0.9899,0.04137931034482759,0.06206896551724138,0.0,0.1310344827586207,0.04827586206896552,0.2,0.11724137931034485,0.0896551724137931,0.04827586206896552,0.1103448275862069,-1.1389042542365089,-1.1208888314909198,-0.6176107569206702,-1.079208422926194,0.14285714285714285,0.5510009017568425,0.9628148596062951,-7.846221820436439,1,1,0,1
3011,INFJ,50,2338,1638,32.76,8581,5.238705738705739,779,0.4755799755799756,0.09,0.7759999999999999,0.134,0.9981,0.0782312925170068,0.07142857142857142,0.0,0.14965986394557826,0.040816326530612235,0.22789115646258504,0.1360544217687075,0.051020408163265314,0.030612244897959183,0.09863945578231292,0.9135561935347308,0.9343474431964452,0.9764208944763472,0.939580253584689,0.2857142857142857,1.045029770869781,1.0056004973592505,3.270216051187558,1,1,0,1
